item,itemLabel,position,positionLabel,startDate,endDate,source,psid
Q107067181,Jacob Jusu Saffa,Q56295070,Chief Minister of Sierra Leone,2021-04-30,,,Q107067181-2ED13916-2539-4737-A810-D11E7776167F
Q113975853,Anthony Yiehwoe Brewah,Q55647622,Attorney General and Minister of Justice of Sierra Leone,2020,,,Q113975853-E76514BB-1308-4C70-A5BC-9BC02C0FA18A
Q26923472,Momodu Kargbo,Q98881833,Finance minister of Sierra Leone,2016-03-13,,,Q26923472-612c85ef-4fd1-80e2-1e75-2d3fe2011ee4
Q283829,Julius Maada Bio,Q890010,President of Sierra Leone,2018-04-04,,,Q283829-3B3494AF-AD94-4BC5-9C7A-E617D58D016C
Q50242006,Mohamed Juldeh Jalloh,Q2687682,Vice President of Sierra Leone,2018-04-04,,,Q50242006-d16ccef6-2f1c-440f-8967-886babdcfb9a
Q53863493,David J. Francis,Q56295070,Chief Minister of Sierra Leone,2018-04-20,2021-04-30,,Q53863493-13C42CD5-FA36-46A1-84DA-8326CE928121
Q53863493,David J. Francis,Q4294925,Minister of Foreign Affairs and International Cooperation,2021-04-30,,,Q53863493-F61ECF27-97A2-458C-BA1B-1435DF24DD80
Q55065141,Priscilla Schwartz,Q55647622,Attorney General and Minister of Justice of Sierra Leone,2018-06-11,2020-07-07,https://de.wikipedia.org/wiki/Kabinett_Bio_II,Q55065141-AA2A416B-5D41-4CA7-AE92-2832E90B6F55
Q55126210,Alie Kabba,Q4294925,Minister of Foreign Affairs and International Cooperation,2018,2019,,Q55126210-32d47458-a37d-4b9d-9338-d67d495bec04
Q87471867,Nabeela Tunis,Q4294925,Minister of Foreign Affairs and International Cooperation,2019,2021,,Q87471867-9c6b2e0c-4d48-b882-9944-7cad0ec57d45
